County Name,Census Tract,Count,Population,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,IBL Ranking
Snohomish,53061051915,61,42168,191.73,145.4,249.15,6
Snohomish,53061051916,17,21872,106.04,59.82,176.32,1
Snohomish,53061051917,29,21845,74.25,49.67,114.54,1
Snohomish,53061051918,45,26959,118.56,85.62,164.25,1
Snohomish,53061051921,23,24695,141.62,84.68,226.88,3
Snohomish,53061051922,33,29070,131.66,89.65,190.86,2
Snohomish,53061051923,21,36405,147.75,84.93,243.46,3
Snohomish,53061051924,58,36780,203.37,153.33,265.76,7
Snohomish,53061051925,37,42238,130,89.64,183.21,2
Snohomish,53061051926,41,27578,167.64,118.67,231.76,4
Snohomish,53061051927,20,29592,99.35,58.94,158.9,1
Snohomish,53061051928,21,30078,109.85,67.29,169.72,1
Snohomish,53061052003,37,55454,123.58,84.41,175.88,2
Snohomish,53061052004,86,31603,146.64,115.8,186.85,3
Snohomish,53061052005,48,29038,104.56,76,150.93,1
Snohomish,53061052006,20,22302,163.06,98.25,255.51,4
Snohomish,53061052007,17,27204,119.69,61.06,218.48,1
Snohomish,53061052104,22,18784,131.4,79.17,209.47,2
Snohomish,53061052105,17,10109,145.98,81.91,250.63,3
Snohomish,53061052107,28,31850,172.06,109.38,260.7,5
Snohomish,53061052108,41,30850,150.04,105.69,210.23,3
Snohomish,53061052112,20,14414,158.94,93.85,260.91,4
Snohomish,53061052113,13,16615,94.47 (NR),46.82 (NR),186.41 (NR),1
Snohomish,53061052114,13,25830,110.39 (NR),51.03 (NR),213.48 (NR),1
Snohomish,53061052115,24,35177,164.6,97.66,263.31,4
Snohomish,53061052118,40,37069,193.87,133.95,273.39,6
Snohomish,53061052203,34,30844,186.85,124.81,270.92,6
Snohomish,53061052204,16,27962,142.11 (NR),77.98 (NR),240.42 (NR),3
Snohomish,53061052206,27,25061,146.02,92.39,222.41,3
Snohomish,53061052207,31,29309,129.89,86.6,188.16,2
Snohomish,53061052208,97,21672,218.16,171,279.48,7
Snohomish,53061052209,34,26645,183.97,125.05,263.02,5
Snohomish,53061052301,47,25821,228.1,161.51,315.82,8
Snohomish,53061052302,44,20400,277.66,195.11,388.1,10
Snohomish,53061052401,85,20970,215.9,171.36,276.54,7
Snohomish,53061052402,35,20654,166.4,114.85,235.67,4
Snohomish,53061052502,58,26131,176.9,133.9,233.89,5
Snohomish,53061052503,50,45295,152.35,111.92,203.18,3
Snohomish,53061052504,22,13666,190.68,115.61,301.76,6
Snohomish,53061052603,16,13394,157.08 (NR),86.05 (NR),268.02 (NR),4
Snohomish,53061052604,37,25265,162.12,112.39,228.42,4
Snohomish,53061052605,47,30589,213.5,154.92,287.93,7
Snohomish,53061052606,30,28116,184.83,120.79,272.33,5
Snohomish,53061052607,23,32180,170.19,102.06,270.92,4
Snohomish,53061052701,20,9646,254.8,145.48,432.91,9
Snohomish,53061052705,62,42209,213.06,158.98,281.73,7
Snohomish,53061052706,32,29179,284.14,173.57,447.69,10
Snohomish,53061052707,24,22036,220.23,132.45,349,8
Snohomish,53061052708,31,27540,142.97,95.46,207.17,3
Snohomish,53061052709,34,17623,264.45,174.24,389.21,9
Snohomish,53061052803,57,30564,186.5,139.88,245.12,6
Snohomish,53061052804,62,40678,161.29,121.38,211.18,4
Snohomish,53061052805,97,22164,200.72,160.1,254.59,6
Snohomish,53061052806,51,36513,178.91,131.91,238.08,5
Snohomish,53061052903,76,20748,335.52,263.55,423.25,10
Snohomish,53061052904,70,27836,208.37,162.27,265.46,7
Snohomish,53061052905,86,22172,240.61,188.56,307.73,8
Snohomish,53061052906,54,23176,180.29,134.68,239.38,5
Snohomish,53061053101,48,24795,148.28,106.67,204.01,3
Snohomish,53061053102,63,27622,186.13,140.16,249.42,6
Snohomish,53061053201,78,21800,140.07,107.63,194.07,2
Snohomish,53061053202,52,22841,195.43,142.37,269.19,6
Snohomish,53061053301,122,34456,177.52,145.77,216.64,5
Snohomish,53061053302,51,32296,143.82,105.49,194.4,3
Snohomish,53061053400,68,30464,215.34,164.69,280.47,7
Snohomish,53061053504,96,34715,172.73,138.52,214.75,5
Snohomish,53061053505,46,28697,207.33,145.77,289.74,7
Snohomish,53061053506,53,29677,170.39,125.59,230.1,5
Snohomish,53061053507,32,25844,173.53,115.28,252.99,5
Snohomish,53061053508,42,17693,202.24,144.4,279.05,7
Snohomish,53061053509,55,20906,218.88,164.48,289.5,7
Snohomish,53061053602,47,32455,156.98,111.48,216.77,4
Snohomish,53061053603,33,21538,165.09,110.23,243.85,4
Snohomish,53061053604,42,23529,170.7,121.37,237.49,5
Snohomish,53061053700,57,16188,265.58,197.09,357.46,9
Snohomish,53061053801,42,19750,234.97,164.57,328.38,8
Snohomish,53061053802,57,30066,269.75,200.62,356.79,9
Snohomish,53061053803,48,27996,165.58,119.57,225.16,4
Snohomish,53061940001,65,34594,187.34,141.76,244.11,6
Snohomish,53061940002,59,22490,268.8,196.48,363.58,9
Snohomish,53061990002,0,0,0 (NR),0 (NR),0 (NR),1
Snohomish,53061990100,0,0,0 (NR),0 (NR),0 (NR),1
Spokane,53063000200,42,23684,209.31,148.42,288.14,7
Spokane,53063000300,68,27402,323.57,247.98,416.87,10
Spokane,53063000400,60,20807,252.51,191.81,330.58,9
Spokane,53063000500,38,17151,164.57,115.72,233.55,4
Spokane,53063000600,25,15188,141.66,91.3,214.9,3
Spokane,53063000700,42,25085,144.02,103.32,197.8,3
Spokane,53063000800,61,23912,135.32,103.15,187.18,2
Spokane,53063000900,121,30511,230.04,190.67,279.29,8
Spokane,53063001000,55,27738,145.88,109.47,193.28,3
Spokane,53063001100,37,16334,144.26,100.47,208.34,3
Spokane,53063001200,16,11148,135.98 (NR),75.9 (NR),228.53 (NR),2
Spokane,53063001300,24,17343,144.54,91.19,220.85,3
Spokane,53063001400,63,31671,221.9,169.76,285.99,8
Spokane,53063001500,56,27952,231.93,173.58,305.49,8
Spokane,53063001600,43,18865,231.02,165.81,316.1,8
Spokane,53063001800,98,14086,271.25,205.93,360.61,9
Spokane,53063001900,26,17889,149.93,96.46,224.88,3
Spokane,53063002000,29,21279,194.22,126.47,288.94,6
Spokane,53063002100,20,12486,190.24,112.94,304.94,6
Spokane,53063002300,55,29141,185.53,137.9,246.05,6
Spokane,53063002400,65,14834,364.9,277.18,486.91,10
Spokane,53063002500,74,44173,215.97,166.58,280.72,7
Spokane,53063002600,43,26899,232.39,165.5,319.55,8
Spokane,53063002900,43,17090,204.77,146.02,282.73,7
Spokane,53063003000,30,14107,288.81,189.91,429.1,10
Spokane,53063003100,40,25491,201.63,141.3,282.77,7
Spokane,53063003200,109,12754,358.69,278.2,507.97,10
Spokane,53063003500,58,13439,294.92,219.33,532.82,10
Spokane,53063003600,44,22851,175.72,123.79,257.45,5
Spokane,53063003800,35,9020,292.19,200.71,427.97,10
Spokane,53063003900,40,10573,171.74,122.24,278.73,5
Spokane,53063004000,29,24988,171.32,112.01,253.88,5
Spokane,53063004100,21,10572,119.72,73.88,202.68,1
Spokane,53063004200,29,23726,104.21,68.95,155.64,1
Spokane,53063004300,31,16791,111.43,75.01,168.72,1
Spokane,53063004400,48,21999,133.61,96.37,185.91,2
Spokane,53063004500,27,18495,131.03,84.76,198.32,2
Spokane,53063004601,126,18100,194.74,151.79,260.04,6
Spokane,53063004602,25,16222,165.11,105.71,248.71,4
Spokane,53063004700,106,33846,158.87,126.61,200.23,4
Spokane,53063004800,47,19840,117,84.75,166.11,1
Spokane,53063004900,74,27562,150.08,117.34,194.87,3
Spokane,53063005000,130,21277,264.72,214.12,332.01,9
Spokane,53063010100,60,32341,192.12,143.74,256.53,6
Spokane,53063010201,36,21552,164.22,111.19,238.67,4
Spokane,53063010202,65,36757,251.29,189.35,331.26,9
Spokane,53063010301,55,24381,204.01,151.85,272.32,7
Spokane,53063010303,37,16039,185.54,127.52,279.54,6
Spokane,53063010304,68,30921,242.57,184.36,315.78,9
Spokane,53063010305,47,33496,181.96,129.24,251.22,5
Spokane,53063010401,40,37748,158.45,107.67,227.72,4
Spokane,53063010402,59,36435,164.73,118.72,225.91,4
Spokane,53063010501,116,43312,174.19,143.68,212.57,5
Spokane,53063010503,63,41870,160.21,120.42,212.33,4
Spokane,53063010504,34,18500,136.58,93.69,204.18,2
Spokane,53063010601,48,18312,161.56,118.65,224.69,4
Spokane,53063010602,83,41284,213.07,167.56,268.44,7
Spokane,53063010700,34,40073,241.89,159.7,353.63,8
Spokane,53063010800,36,11110,203.43,137.13,302.63,7
Spokane,53063010900,55,24629,182.37,135.12,253.5,5
Spokane,53063011000,57,17886,190.6,139.77,261.09,6
Spokane,53063011101,154,28071,281.31,231.21,345.03,10
Spokane,53063011102,83,18369,283.42,218.54,366.65,10
Spokane,53063011201,153,35705,268.5,224.71,321.66,9
Spokane,53063011202,39,20769,166.79,116.48,235.95,4
Spokane,53063011300,72,41350,153.38,118.91,196.85,3
Spokane,53063011400,66,28744,247.47,189.13,319.25,9
Spokane,53063011500,25,7294,252.98,161.24,390.11,9
Spokane,53063011600,12,9005,100.92 (NR),51.12 (NR),195.07 (NR),1
Spokane,53063011701,32,11730,207.15,139.49,305.47,7
Spokane,53063011702,41,33460,233.78,161.27,331.8,8
Spokane,53063011800,100,25336,214.67,171.76,271.13,7
Spokane,53063011900,65,22439,219.33,166.43,287.27,8
Spokane,53063012000,55,20150,185.47,138.6,248.9,6
Spokane,53063012100,29,13150,204.5,136.18,299.72,7
Spokane,53063012200,20,11847,193.34,114.43,314.51,6
Spokane,53063012300,72,29081,249.5,192.8,319.43,9
Spokane,53063012401,76,22572,166.43,130.09,223.29,4
Spokane,53063012402,50,37242,148.69,106.93,205.14,3
Spokane,53063012500,105,18091,481.36,390.43,589.92,10
Spokane,53063012600,49,18670,219.01,161.34,294.23,8
Spokane,53063012701,95,18853,167.74,131.95,220.89,4
Spokane,53063012702,26,10847,146.83,95.63,227.95,3
Spokane,53063012801,52,20536,239.44,176.59,321.42,8
Spokane,53063012802,32,16530,144.25,97.68,212.35,3
Spokane,53063012901,67,15719,214.99,163.61,288.08,7
Spokane,53063012902,110,35642,194.06,158.75,237.62,6
Spokane,53063013000,96,49003,151.6,121.86,187.73,3
Spokane,53063013100,116,64281,190.01,153.88,233.07,6
Spokane,53063013201,75,38258,270,204.61,351.37,9
Spokane,53063013202,76,55625,147.42,115.63,185.86,3
Spokane,53063013300,28,16017,164.35,105.48,264.93,4
Spokane,53063013401,33,26512,120.41,81.9,175.99,2
Spokane,53063013500,50,47936,143.03,102.73,195.05,3
Spokane,53063013600,34,22620,156.18,106.57,223,4
Spokane,53063013700,24,22017,144.11,87.9,225.93,3
Spokane,53063013800,0,13383,0 (NR),0 (NR),0 (NR),1
Spokane,53063013900,53,28651,200.08,146.8,267.82,6
Spokane,53063014001,20,28629,126.5,75.31,208.99,2
Spokane,53063014002,43,29867,168.99,121.3,232.38,4
Spokane,53063014100,46,31593,191.38,133.85,267.63,6
Spokane,53063014200,32,18069,186.9,124.09,298.39,6
Spokane,53063014300,53,16762,195.9,144.44,267.89,6
Spokane,53063014400,44,25127,205.02,147.83,277.91,7
Spokane,53063014500,30,11606,379.02,236,586.63,10
Stevens,53065941000,26,10566,273.04,175.23,412.92,9
Stevens,53065950100,112,37797,155.08,126.68,192.99,3
Stevens,53065950200,63,19984,206.82,157.95,273.58,7
Stevens,53065950300,62,13114,239.49,179.93,328.02,8
Stevens,53065950500,71,11830,206.54,157.09,286.77,7
Stevens,53065950600,29,11857,165.05,106.29,263.9,4
Stevens,53065950700,46,13062,159.24,109.19,240.45,4
Stevens,53065950800,73,16668,257.3,199.32,348.01,9
Stevens,53065950900,23,8254,150.95,92.88,273.94,3
Stevens,53065951100,51,18979,178.88,130.43,248.35,5
Stevens,53065951300,62,22934,187.98,140.87,252,6
Stevens,53065951400,74,40086,156.29,119.5,202.81,4
Thurston,53067010100,52,18436,171.15,125.87,249.08,5
Thurston,53067010200,52,26639,167.11,124.4,223.57,4
Thurston,53067010300,38,26262,175.44,122.8,244.83,5
Thurston,53067010400,39,17828,149.02,105.02,211.52,3
Thurston,53067010510,84,13842,233.23,161.53,344.21,8
Thurston,53067010520,51,31098,145.44,106.59,196.45,3
Thurston,53067010600,55,31547,164.19,122.35,219.38,4
Thurston,53067010700,32,30309,105.75,71.6,154.95,1
Thurston,53067010800,81,34341,188.69,149.5,237.81,6
Thurston,53067010910,43,40247,149.14,104.53,208.61,3
Thurston,53067010920,126,23936,223.92,180.18,282.28,8
Thurston,53067011000,53,25468,197.61,145.58,267.03,6
Thurston,53067011100,27,21195,121.7,79.01,180.92,2
Thurston,53067011200,76,27066,178.39,137.43,232.73,5
Thurston,53067011300,160,22764,159.63,127.02,208,4
Thurston,53067011410,64,26310,181.67,139.43,235.98,5
Thurston,53067011420,64,35590,174.24,132.87,225.84,5
Thurston,53067011500,70,29027,238.88,184.32,305.89,8
Thurston,53067011610,76,38981,142.6,112.02,181.14,3
Thurston,53067011621,155,38933,211.75,176.85,254.06,7
Thurston,53067011622,25,22810,146.57,93,221.77,3
Thurston,53067011623,37,31101,132.78,92.96,186.55,2
Thurston,53067011624,33,20419,249.06,164.12,366.43,9
Thurston,53067011710,65,41325,129.25,99.07,168.16,2
Thurston,53067011720,41,27826,165.69,117.01,229.07,4
Thurston,53067011810,28,18663,145.26,94.36,229.1,3
Thurston,53067011821,52,23718,172.67,127.85,235.57,5
Thurston,53067011822,34,22220,173.14,117.75,248.25,5
Thurston,53067011900,61,37260,143.01,107.42,191.04,3
Thurston,53067012000,53,41456,150.93,111.5,203.53,3
Thurston,53067012100,55,22928,155.45,116.37,214.42,3
Thurston,53067012211,34,13548,195.87,134.54,297.23,6
Thurston,53067012212,195,37366,194.2,163.58,232.53,6
Thurston,53067012221,54,33952,128.32,95.23,171.57,2
Thurston,53067012222,76,53244,150.76,114.06,197.06,3
Thurston,53067012310,96,51674,183.59,147.79,226.01,5
Thurston,53067012320,30,15020,164.87,109.1,244.67,4
Thurston,53067012330,33,24700,210.67,139.28,309.88,7
Thurston,53067012411,110,45681,241,197.71,291.51,8
Thurston,53067012412,40,27236,171.11,121.41,235.1,5
Thurston,53067012420,27,22439,119.45,75.44,181.51,1
Thurston,53067012510,31,17056,316.24,185.97,532.79,10
Thurston,53067012520,80,39400,182.06,142.09,232.52,5
Thurston,53067012530,43,21784,212.61,148.24,298.25,7
Thurston,53067012610,69,32165,218.37,166.68,283.5,7
Thurston,53067012620,53,24149,191.57,141.2,256.07,6
Thurston,53067012710,18,11917,135.43,77.04,226.42,2
Thurston,53067012720,96,33135,333.21,262.04,420.08,10
Thurston,53067012730,70,34080,218.18,166.79,281.75,7
Thurston,53067990100,0,0,0 (NR),0 (NR),0 (NR),1
Wahkiakum,53069950100,82,20530,170.39,131.24,231.72,5
Walla Walla,53071920000,43,26501,178.9,127.61,245.82,5
Walla Walla,53071920100,48,25498,148.55,108.04,204.79,3
Walla Walla,53071920200,46,21042,155.86,113.71,215.11,3
Walla Walla,53071920300,130,46406,147.87,121.41,182.82,3
Walla Walla,53071920400,12,12386,413.01 (NR),154.76 (NR),3587.09 (NR),10
Walla Walla,53071920500,15,14585,144.74 (NR),77.76 (NR),254.99 (NR),3
Walla Walla,53071920600,150,31919,218.11,181.3,264.68,7
Walla Walla,53071920701,69,19738,160.55,120.67,218,4
Walla Walla,53071920702,58,24036,163.65,122.95,218.11,4
Walla Walla,53071920801,37,25747,122.93,86,173.67,2
Walla Walla,53071920802,97,17166,206.55,156.6,312.32,7
Walla Walla,53071920900,87,43686,120.06,95.09,153.04,2
Whatcom,53073000100,179,52551,180.14,153.8,212.2,5
Whatcom,53073000200,174,55947,156.49,133.04,185.53,4
Whatcom,53073000300,105,39035,224.07,182.15,274.92,8
Whatcom,53073000400,126,32651,180.62,146.56,223.76,5
Whatcom,53073000501,51,27097,233.69,173.08,312.22,8
Whatcom,53073000502,19,14685,159.13,94.05,263.6,4
Whatcom,53073000600,12,10690,96.27 (NR),46.8 (NR),217.14 (NR),1
Whatcom,53073000700,45,33528,182.91,132.85,246.23,5
Whatcom,53073000803,44,32899,102.53,73.88,141.66,1
Whatcom,53073000804,33,34829,105.79,71.85,152.35,1
Whatcom,53073000805,45,26389,138.07,99.87,191.01,2
Whatcom,53073000806,53,41507,173.46,123.87,238.43,5
Whatcom,53073000901,69,36337,145.54,112.11,189.5,3
Whatcom,53073000902,45,31603,99.73,72.07,141.75,1
Whatcom,53073001000,18,38999,141.14,81.99,265.69,3
Whatcom,53073001100,71,34706,105.4,81.76,153.59,1
Whatcom,53073001201,48,34376,237.96,174.39,322.04,8
Whatcom,53073001202,115,18869,176.22,140.38,286.08,5
Whatcom,53073010100,75,42969,212.81,162,276.85,7
Whatcom,53073010200,76,44916,179.35,140.54,226.38,5
Whatcom,53073010301,65,36704,117.97,90.3,154.61,1
Whatcom,53073010302,72,26226,118.87,88.8,162.09,1
Whatcom,53073010303,111,30238,177.34,143.59,220.7,5
Whatcom,53073010401,118,44497,206.29,169.88,250.59,7
Whatcom,53073010403,56,28741,128.25,93.85,178.61,2
Whatcom,53073010404,72,33667,200.34,153.67,258.1,6
Whatcom,53073010501,77,44198,167.07,131.4,210.6,4
Whatcom,53073010502,83,42487,179.58,142,225.09,5
Whatcom,53073010600,67,35416,157.68,121.74,203.35,4
Whatcom,53073010701,60,32896,161,121.76,211.74,4
Whatcom,53073010702,34,23394,164.96,112.11,236.22,4
Whatcom,53073010900,14,5305,188.55 (NR),97.09 (NR),481.79 (NR),6
Whatcom,53073011000,11,8367,84.13 (NR),37.54 (NR),319.41 (NR),1
Whatcom,53073940000,68,25772,284.82,217.36,368.68,10
Whitman,53075000100,**,36044,**,**,**,8
Whitman,53075000200,48,35269,229.7,164.88,313.93,8
Whitman,53075000300,51,28131,235.43,174.58,311.22,8
Whitman,53075000400,80,19618,263.17,203.62,343.78,9
Whitman,53075000500,0,15816,0 (NR),0 (NR),0 (NR),1
Whitman,53075000600,**,45184,**,**,**,5
Whitman,53075000700,57,18489,222.36,166.01,297.87,8
Whitman,53075000800,70,17783,241.98,187.02,314.61,8
Whitman,53075000900,76,18911,260.59,203.33,337.09,9
Whitman,53075001000,22,11155,166.83,102.11,271.53,4
Yakima,53077000100,70,16146,482.6,372.48,617.03,10
Yakima,53077000200,55,28869,315.69,226.83,437.17,10
Yakima,53077000300,190,23459,340.51,283.98,410.84,10
Yakima,53077000400,185,38225,222.1,189.17,263.73,8
Yakima,53077000500,199,27209,281.06,234.1,339.2,10
Yakima,53077000600,47,35124,317.55,221.82,445.13,10
Yakima,53077000700,96,36193,293.7,237.15,360.64,10
Yakima,53077000800,84,22915,199.86,158.11,255.63,6
Yakima,53077000901,133,39100,202.91,169.23,244.29,7
Yakima,53077000902,60,19654,267.15,203.18,348.51,9
Yakima,53077001000,77,29757,258.23,202.87,325.4,9
Yakima,53077001100,96,35496,209.23,168.83,259.01,7
Yakima,53077001201,37,20300,265.01,184.72,370.82,9
Yakima,53077001202,74,32078,221.37,172.98,280.89,8
Yakima,53077001300,40,13837,246.59,173.97,346,9
Yakima,53077001400,93,17683,546.77,439.66,674,10
Yakima,53077001501,61,36617,267.84,201.68,352.82,9
Yakima,53077001502,21,14341,272.86,156.02,465.93,9
Yakima,53077001601,47,12436,376.85,269.4,520.92,10
Yakima,53077001602,119,44213,169.61,139.73,206.35,4
Yakima,53077001701,42,16491,221.42,156.92,309.09,8
Yakima,53077001702,56,33476,215.79,161.1,284.54,7
Yakima,53077001800,73,36675,209.04,163.29,264.73,7
Yakima,53077001901,21,20146,190.9,113.68,305.57,6
Yakima,53077001902,42,32428,179.08,128.14,244.81,5
Yakima,53077002001,56,43444,195.03,146.9,254.61,6
Yakima,53077002002,96,45755,199.38,159.96,246.62,6
Yakima,53077002101,21,9984,346.37,199.24,569.72,10
Yakima,53077002102,60,42685,225.25,169.68,294.35,8
Yakima,53077002200,84,40407,237.8,188.36,297.18,8
Yakima,53077002701,16,17561,130.3 (NR),73.01 (NR),217.38 (NR),2
Yakima,53077002801,67,27969,241.27,181.93,317.06,8
Yakima,53077002802,97,41668,229.73,184.75,283.47,8
Yakima,53077002900,60,34287,187.19,140.89,245.25,6
Yakima,53077003001,75,24442,279.74,215.51,362.33,10
Yakima,53077003002,45,19490,185.23,133.29,256.52,6
Yakima,53077003100,54,27255,142.79,105.82,193.15,3
Yakima,53077003200,70,35050,242.63,187.75,309.35,9
Yakima,53077003400,45,22499,177.08,125.97,251.48,5
Yakima,53077940001,79,33026,291.33,229.03,366.07,10
Yakima,53077940002,73,22661,381.64,295.09,487.69,10
Yakima,53077940003,58,18906,329.21,244.54,437.51,10
Yakima,53077940004,67,34211,335.3,256.36,432.96,10
Yakima,53077940005,48,24031,283.32,207.97,378.3,10
Yakima,53077940006,31,24353,242.71,161.11,355.61,9
,,,,,,,
,,,,,,,
"Cardiovascular Disease Mortality - Age Adjusted Rate per 100,000",,,,,,,
"Geography: Census Tract, Time Period: 2016-2020",,,,,,,
Created: 12/10/2022,,,,,,,
,,,,,,,
"""**"" indicates data suppression to protect confidentiality.",,,,,,,
,,,,,,,
"""--"" indicates no data collected.",,,,,,,
,,,,,,,
"""NR"" indicates data are not reliable.",,,,,,,
